,feature,accuracy,std_accuracy,precision_w,std_precision_w,recall_w,std_recall_w,f1_w,std_f1_w,matthews,std_matthews
181,"['mutinf', 'diferencias', 'entropias', 'distancias', 'sumas']",0.76,0.03658171598515384,0.77,0.03671960116043762,0.76,0.03658171598515384,0.76,0.035479607711785,0.57,0.06087122674860309
182,"['max_info', 'diferencias', 'entropias', 'distancias', 'sumas']",0.76,0.039673320959695814,0.77,0.03996374006173653,0.76,0.039673320959695814,0.76,0.038829141156998224,0.57,0.06414622325745364
183,"['list_m', 'mutinf', 'max_info', 'diferencias', 'mearts']",0.76,0.03453841769836491,0.77,0.03550636558017612,0.76,0.03453841769836491,0.76,0.033452754314698394,0.57,0.05576758417788168
184,"['list_m', 'mutinf', 'max_info', 'entropias', 'mearts']",0.76,0.03576109260010169,0.77,0.03595393270662731,0.76,0.03576109260010169,0.76,0.03444848883244627,0.57,0.05829330042225679
185,"['list_m', 'mutinf', 'diferencias', 'entropias', 'mearts']",0.76,0.03389243805386577,0.77,0.0339646561111037,0.76,0.03389243805386577,0.76,0.0329652571829299,0.57,0.056758371363263
186,"['list_m', 'max_info', 'diferencias', 'entropias', 'mearts']",0.76,0.03842724543972097,0.77,0.03881040570888485,0.76,0.03842724543972097,0.76,0.03765273664876048,0.57,0.06292381844839909
187,"['mutinf', 'max_info', 'diferencias', 'entropias', 'mearts']",0.76,0.03521309857110424,0.77,0.035827829410460775,0.76,0.03521309857110424,0.76,0.03393076600282956,0.57,0.056421541400775425
188,"['list_m', 'mutinf', 'max_info', 'distancias', 'mearts']",0.76,0.033678467800777934,0.77,0.033726307629528635,0.76,0.033678467800777934,0.76,0.03238837743122564,0.57,0.056728148899395384
189,"['list_m', 'mutinf', 'diferencias', 'distancias', 'mearts']",0.76,0.034198036619026116,0.77,0.03367901060042524,0.76,0.034198036619026116,0.76,0.033359964209392544,0.57,0.05888600197753519
190,"['list_m', 'max_info', 'diferencias', 'distancias', 'mearts']",0.76,0.03795752820771371,0.77,0.03799882372715595,0.76,0.03795752820771371,0.76,0.037289823788330005,0.57,0.06132133570360953
191,"['mutinf', 'max_info', 'diferencias', 'distancias', 'mearts']",0.76,0.033791086365237644,0.77,0.034880765909963925,0.76,0.033791086365237644,0.76,0.03269579940388588,0.57,0.054805801029421924
192,"['list_m', 'mutinf', 'entropias', 'distancias', 'mearts']",0.76,0.03426698849192177,0.77,0.03347644574594121,0.76,0.03426698849192177,0.76,0.03307351901388206,0.57,0.06073489720406524
193,"['list_m', 'max_info', 'entropias', 'distancias', 'mearts']",0.76,0.036364334346791316,0.77,0.036530048114427296,0.76,0.036364334346791316,0.76,0.035391212209908755,0.58,0.06101509417685096
194,"['mutinf', 'max_info', 'entropias', 'distancias', 'mearts']",0.76,0.035721882624014385,0.77,0.035884939612410766,0.76,0.035721882624014385,0.76,0.03439863175118839,0.57,0.058427221188761064
195,"['list_m', 'diferencias', 'entropias', 'distancias', 'mearts']",0.76,0.03783196448185084,0.77,0.03753983732197692,0.76,0.03783196448185084,0.76,0.03705584227087627,0.57,0.0633395138931886
196,"['mutinf', 'diferencias', 'entropias', 'distancias', 'mearts']",0.76,0.03431059840314969,0.77,0.03428244817840058,0.76,0.03431059840314969,0.76,0.03345671974296031,0.57,0.057427486807158395
197,"['max_info', 'diferencias', 'entropias', 'distancias', 'mearts']",0.76,0.0383325142262157,0.77,0.03873745944409594,0.76,0.0383325142262157,0.76,0.037561312499083496,0.57,0.06271503476761524
198,"['list_m', 'mutinf', 'max_info', 'sumas', 'mearts']",0.76,0.03551843696388197,0.77,0.03546778732504386,0.76,0.03551843696388197,0.76,0.034305231747142305,0.57,0.058946692919011605
199,"['list_m', 'mutinf', 'diferencias', 'sumas', 'mearts']",0.76,0.03740355910032219,0.77,0.037606951370478335,0.76,0.03740355910032219,0.76,0.036315143037654485,0.57,0.06026516643428391
200,"['list_m', 'max_info', 'diferencias', 'sumas', 'mearts']",0.76,0.03987426166257943,0.77,0.0398373019817831,0.76,0.03987426166257943,0.76,0.03895450362022109,0.57,0.06557796416590667
201,"['mutinf', 'max_info', 'diferencias', 'sumas', 'mearts']",0.76,0.035806940487257896,0.77,0.036312780339320054,0.76,0.035806940487257896,0.76,0.03457511717167571,0.57,0.057409498232033805
202,"['list_m', 'mutinf', 'entropias', 'sumas', 'mearts']",0.76,0.037475790614195335,0.77,0.03695328120989858,0.76,0.037475790614195335,0.76,0.0363713865730951,0.57,0.06352178888566205
203,"['list_m', 'max_info', 'entropias', 'sumas', 'mearts']",0.76,0.039246674517765576,0.77,0.03968205175651949,0.76,0.039246674517765576,0.76,0.03825947812894045,0.57,0.0636674044170482
204,"['mutinf', 'max_info', 'entropias', 'sumas', 'mearts']",0.76,0.0350959040386945,0.77,0.03552420444761411,0.76,0.0350959040386945,0.75,0.03404638277261752,0.56,0.05523934342218131
205,"['list_m', 'diferencias', 'entropias', 'sumas', 'mearts']",0.76,0.03877144763718065,0.77,0.038879850191785394,0.76,0.03877144763718065,0.76,0.03781446033645802,0.58,0.06286665926438127
206,"['mutinf', 'diferencias', 'entropias', 'sumas', 'mearts']",0.76,0.037325956295537636,0.77,0.037194103109191,0.76,0.037325956295537636,0.76,0.036263123607847884,0.57,0.06241998962801228
207,"['max_info', 'diferencias', 'entropias', 'sumas', 'mearts']",0.76,0.03945655221453188,0.77,0.0398395992787738,0.76,0.03945655221453188,0.76,0.03860347003692377,0.57,0.06347193565158835
208,"['list_m', 'mutinf', 'distancias', 'sumas', 'mearts']",0.76,0.03485082106309405,0.77,0.034253116642959616,0.76,0.03485082106309405,0.76,0.03369758517031241,0.57,0.05791847896320652
209,"['list_m', 'max_info', 'distancias', 'sumas', 'mearts']",0.77,0.039035740226840025,0.77,0.03847683287599509,0.77,0.039035740226840025,0.76,0.03801899238214024,0.58,0.06624664689754964
210,"['mutinf', 'max_info', 'distancias', 'sumas', 'mearts']",0.76,0.035550696285052405,0.77,0.03559733308965653,0.76,0.035550696285052405,0.76,0.03435543057984683,0.57,0.05940218383145999
211,"['list_m', 'diferencias', 'distancias', 'sumas', 'mearts']",0.76,0.037276007864576376,0.77,0.03665663654055103,0.76,0.037276007864576376,0.76,0.03646227333718657,0.58,0.06127819250070162
212,"['mutinf', 'diferencias', 'distancias', 'sumas', 'mearts']",0.76,0.03723137581538528,0.77,0.037413049081896695,0.76,0.03723137581538528,0.76,0.036107965579992525,0.57,0.05988848428245008
213,"['max_info', 'diferencias', 'distancias', 'sumas', 'mearts']",0.76,0.03978701373264969,0.77,0.039676461541070136,0.76,0.03978701373264969,0.76,0.038865563825723926,0.57,0.06537887136137342
214,"['list_m', 'entropias', 'distancias', 'sumas', 'mearts']",0.77,0.03905131765804305,0.78,0.03782329586286262,0.77,0.03905131765804305,0.76,0.038143860333567904,0.58,0.06611900774111627
215,"['mutinf', 'entropias', 'distancias', 'sumas', 'mearts']",0.76,0.037129559047871005,0.77,0.03656348021317367,0.76,0.037129559047871005,0.76,0.03587928345583753,0.57,0.06279304089876069
216,"['max_info', 'entropias', 'distancias', 'sumas', 'mearts']",0.76,0.039185231451379525,0.77,0.0396659762676281,0.76,0.039185231451379525,0.76,0.03821282917070629,0.57,0.06341389446163749
217,"['diferencias', 'entropias', 'distancias', 'sumas', 'mearts']",0.76,0.03877144763718065,0.77,0.038879850191785394,0.76,0.03877144763718065,0.76,0.03781446033645802,0.58,0.06286665926438127
218,"['list_m', 'mutinf', 'max_info', 'diferencias', 'entropias', 'distancias']",0.76,0.03528902439554768,0.76,0.035088186109899326,0.76,0.03528902439554768,0.75,0.033941912412174216,0.56,0.05574881929628539
219,"['list_m', 'mutinf', 'max_info', 'diferencias', 'entropias', 'sumas']",0.76,0.03566393763425122,0.77,0.03645161565733251,0.76,0.03566393763425122,0.75,0.03486545316273796,0.56,0.05756558800868852
220,"['list_m', 'mutinf', 'max_info', 'diferencias', 'distancias', 'sumas']",0.76,0.03390617267119728,0.77,0.034118862361065504,0.76,0.03390617267119728,0.76,0.032674740271533755,0.57,0.05458945605727779
221,"['list_m', 'mutinf', 'max_info', 'entropias', 'distancias', 'sumas']",0.76,0.03339147456121369,0.77,0.034030478609291384,0.76,0.03339147456121369,0.75,0.03255760433077044,0.56,0.055257435440861126
222,"['list_m', 'mutinf', 'diferencias', 'entropias', 'distancias', 'sumas']",0.76,0.034080465550699775,0.77,0.03372735103886004,0.76,0.034080465550699775,0.75,0.03297185968807416,0.56,0.05595557124177243
